day,rideable_type,num_trips
2020-08-27,electric_bike,1192
2023-01-01,electric_bike,1040
2021-01-04,electric_bike,256
2021-03-25,electric_bike,576
2021-01-17,electric_bike,273
2021-01-16,electric_bike,348
2020-05-02,docked_bike,5660
2020-07-12,docked_bike,12797
2020-06-23,docked_bike,5566
2020-06-18,docked_bike,5663
2020-08-20,docked_bike,7373
2020-07-01,docked_bike,6884
2020-06-27,docked_bike,10959
2020-07-24,docked_bike,10126
2020-06-30,docked_bike,6122
2020-06-25,docked_bike,7097
2020-08-22,docked_bike,15290
2020-09-26,docked_bike,10761
2020-09-12,docked_bike,3757
2020-05-15,docked_bike,2877
2020-11-08,docked_bike,5812
2020-05-08,docked_bike,742
2020-08-27,docked_bike,5288
2020-09-16,docked_bike,5429
2020-05-22,docked_bike,3003
2020-04-07,docked_bike,1804
2020-09-10,docked_bike,2185
2020-09-04,docked_bike,8341
2020-09-29,docked_bike,2691
2020-08-02,docked_bike,7455
2020-11-01,docked_bike,853
2020-08-31,docked_bike,5281
2020-09-23,docked_bike,4493
2020-07-16,docked_bike,7476
2020-08-05,docked_bike,6816
2020-09-02,docked_bike,5777
2020-06-06,docked_bike,7936
2020-04-25,docked_bike,203
2020-05-29,docked_bike,4688
2020-09-14,docked_bike,3886
2020-09-11,docked_bike,4009
2020-11-25,docked_bike,341
2020-10-21,docked_bike,1329
2020-06-04,docked_bike,2961
2020-11-26,docked_bike,672
2020-05-11,docked_bike,843
2020-09-08,docked_bike,1281
2020-11-23,docked_bike,756
2020-08-03,electric_bike,342
2020-04-04,docked_bike,527
2021-09-15,classic_bike,5754
2021-04-01,classic_bike,666
2022-07-27,classic_bike,3701
2021-01-08,classic_bike,275
2022-10-23,classic_bike,3493
2021-08-05,docked_bike,1321
2021-07-27,classic_bike,6503
2021-04-17,classic_bike,3678
2023-07-29,classic_bike,8532
2021-07-02,classic_bike,7121
2021-08-26,classic_bike,6112
2022-09-25,classic_bike,3575
2021-08-01,classic_bike,11073
2022-05-18,classic_bike,1771
2023-01-16,classic_bike,320
2021-10-16,classic_bike,6204
2021-06-17,classic_bike,6169
2021-07-28,classic_bike,7089
2022-08-27,classic_bike,6623
2022-07-07,classic_bike,4044
2022-10-29,docked_bike,565
2022-06-04,classic_bike,6161
2023-06-13,classic_bike,749
2023-03-21,classic_bike,825
2022-06-28,classic_bike,4463
2022-09-13,classic_bike,2520
2022-06-19,docked_bike,1783
2022-08-16,classic_bike,3342
2023-06-09,classic_bike,4586
2021-04-18,classic_bike,3199
2022-06-27,docked_bike,917
2022-07-19,classic_bike,3720
2023-06-04,classic_bike,5754
2022-05-28,classic_bike,9346
2023-05-16,classic_bike,2741
2021-07-16,classic_bike,5530
2021-08-29,classic_bike,7493
2022-10-01,classic_bike,4232
2023-03-06,classic_bike,471
2022-08-23,classic_bike,3431
2021-10-09,docked_bike,2226
2022-05-09,classic_bike,3617
2020-12-29,docked_bike,83
2022-09-06,classic_bike,2799
2022-05-26,classic_bike,3807
2021-06-30,docked_bike,759
2023-06-03,classic_bike,7463
2021-03-21,classic_bike,5210
2022-06-22,docked_bike,788
2021-09-18,docked_bike,2431
2021-09-13,classic_bike,4225
2023-07-19,classic_bike,4110
2022-09-15,docked_bike,555
2023-04-15,docked_bike,973
2023-05-08,classic_bike,752
2022-07-21,classic_bike,3994
2021-11-06,docked_bike,834
2023-06-18,classic_bike,4887
2023-04-15,classic_bike,6167
2023-05-30,classic_bike,3149
2022-09-20,classic_bike,2373
2021-02-05,classic_bike,68
2022-06-17,classic_bike,7576
2021-09-24,classic_bike,5873
2023-04-12,classic_bike,2811
2022-05-25,classic_bike,1841
2021-07-20,docked_bike,1398
2021-09-01,classic_bike,5713
2021-07-13,classic_bike,4927
2022-10-11,classic_bike,1075
2022-06-27,classic_bike,4413
2022-09-01,classic_bike,3288
2022-05-11,classic_bike,4250
2021-10-25,classic_bike,685
2021-08-28,classic_bike,10961
2022-07-31,classic_bike,6759
2021-02-27,classic_bike,1760
2022-08-24,classic_bike,3823
2021-05-02,docked_bike,3283
2023-05-06,docked_bike,660
2021-06-03,docked_bike,1501
2021-08-28,docked_bike,1937
2022-10-22,classic_bike,4348
2021-06-20,classic_bike,7395
2022-07-03,docked_bike,1943
2021-03-27,docked_bike,1357
2022-09-23,classic_bike,2842
2022-09-13,docked_bike,476
2021-05-01,docked_bike,2927
2022-09-18,docked_bike,977
2022-07-10,classic_bike,7022
2021-04-11,classic_bike,2788
2022-07-30,classic_bike,8021
2021-06-06,classic_bike,9074
2021-01-27,classic_bike,117
2022-07-08,classic_bike,3661
2022-09-15,classic_bike,3650
2023-06-26,classic_bike,2198
2021-12-31,docked_bike,237
2023-06-27,classic_bike,2341
2021-09-06,docked_bike,2218
2022-05-13,docked_bike,1211
2021-07-26,docked_bike,1408
2021-12-14,classic_bike,725
2021-01-15,classic_bike,343
2023-01-08,classic_bike,509
2021-05-06,classic_bike,1342
2023-02-09,classic_bike,282
2023-07-04,classic_bike,7220
2021-01-18,electric_bike,258
2020-12-09,classic_bike,674
2021-11-23,classic_bike,583
2022-09-23,docked_bike,425
2022-10-05,docked_bike,420
2021-09-10,classic_bike,7036
2021-10-22,docked_bike,561
2023-05-11,docked_bike,426
2021-12-13,classic_bike,649
2023-06-14,docked_bike,301
2021-05-25,classic_bike,3427
2023-06-25,docked_bike,664
2021-01-09,electric_bike,447
2021-09-21,docked_bike,390
2021-06-02,docked_bike,1090
2022-09-02,classic_bike,4242
2023-07-13,docked_bike,508
2021-05-11,classic_bike,1563
2023-04-18,classic_bike,1190
2023-07-13,classic_bike,3812
2023-01-11,classic_bike,768
2022-10-20,classic_bike,1144
2021-12-18,classic_bike,586
2021-09-03,docked_bike,1218
2021-10-03,docked_bike,1087
2023-01-06,classic_bike,439
2022-05-20,docked_bike,724
2021-06-04,docked_bike,2060
2021-12-15,docked_bike,183
2023-07-25,docked_bike,526
2022-09-27,docked_bike,246
2021-03-23,classic_bike,721
2021-06-01,docked_bike,1327
2021-07-30,docked_bike,1758
2022-06-17,docked_bike,1351
2023-05-12,docked_bike,233
2023-07-23,docked_bike,969
2023-05-19,docked_bike,320
2021-02-28,classic_bike,532
2023-06-02,docked_bike,668
2022-08-17,docked_bike,688
2021-04-11,docked_bike,954
2022-10-14,docked_bike,450
2022-07-07,docked_bike,667
2021-03-31,docked_bike,305
2021-08-10,docked_bike,880
2021-08-02,docked_bike,1299
2021-03-09,docked_bike,655
2023-02-19,classic_bike,1488
2023-01-05,classic_bike,390
2020-12-06,docked_bike,179
2023-02-18,classic_bike,710
2021-12-30,docked_bike,173
2023-04-27,docked_bike,297
2021-10-18,docked_bike,653
2023-01-16,docked_bike,43
2022-06-01,docked_bike,610
2021-04-05,docked_bike,948
2023-04-13,classic_bike,3073
2023-04-06,classic_bike,1022
2021-08-30,docked_bike,927
2020-12-14,classic_bike,325
2022-10-09,docked_bike,946
2023-02-06,docked_bike,36
2023-07-04,docked_bike,931
2022-06-28,docked_bike,687
2023-05-23,docked_bike,463
2022-07-16,docked_bike,1511
2022-08-04,docked_bike,665
2022-08-30,docked_bike,513
2022-09-10,docked_bike,1229
2023-07-01,docked_bike,731
2022-09-09,docked_bike,822
2021-11-01,classic_bike,1194
2023-06-28,docked_bike,388
2023-07-30,docked_bike,905
2022-10-01,docked_bike,771
2023-06-07,docked_bike,329
2023-06-29,docked_bike,375
2022-10-27,docked_bike,213
2021-11-12,classic_bike,695
2022-05-19,docked_bike,976
2023-03-28,docked_bike,132
2021-12-04,docked_bike,347
2021-07-15,docked_bike,992
2023-01-21,classic_bike,587
2021-12-26,docked_bike,225
2021-12-01,classic_bike,700
2022-01-31,classic_bike,202
2021-03-29,classic_bike,1557
2023-01-14,docked_bike,92
2021-04-28,classic_bike,806
2021-03-18,electric_bike,382
2021-05-03,docked_bike,494
2021-03-30,docked_bike,793
2021-04-21,classic_bike,753
2021-03-18,classic_bike,430
2021-12-05,classic_bike,432
2021-12-31,classic_bike,780
2020-12-19,classic_bike,631
2022-05-06,classic_bike,611
2023-05-07,docked_bike,837
2021-04-20,docked_bike,140
2022-01-22,classic_bike,409
2021-01-07,classic_bike,328
2021-01-02,docked_bike,110
2021-12-23,classic_bike,490
2021-11-13,classic_bike,1214
2022-08-29,docked_bike,372
2021-02-07,electric_bike,9
2021-03-11,docked_bike,337
2023-03-13,classic_bike,290
2021-01-14,electric_bike,256
2020-12-26,classic_bike,320
2023-01-22,classic_bike,218
2021-04-01,docked_bike,195
2021-12-12,docked_bike,295
2022-07-28,docked_bike,762
2021-11-28,docked_bike,173
2023-04-10,docked_bike,388
2020-12-25,classic_bike,103
2022-01-10,classic_bike,126
2023-06-01,docked_bike,437
2023-01-17,classic_bike,558
2021-02-11,classic_bike,91
2021-02-12,classic_bike,171
2021-02-22,classic_bike,112
2021-12-05,docked_bike,92
2021-01-24,docked_bike,92
2023-04-22,docked_bike,192
2021-01-05,docked_bike,89
2021-05-28,docked_bike,222
2023-01-12,docked_bike,48
2023-01-24,docked_bike,55
2023-06-20,docked_bike,395
2023-02-02,classic_bike,284
2022-07-15,docked_bike,268
2021-04-14,docked_bike,300
2021-01-12,docked_bike,68
2021-03-23,docked_bike,156
2020-12-12,docked_bike,70
2021-02-21,classic_bike,107
2021-02-19,docked_bike,9
2023-04-30,docked_bike,128
2020-12-16,docked_bike,58
2023-01-11,docked_bike,83
2023-01-29,classic_bike,168
2022-01-27,classic_bike,244
2021-02-23,electric_bike,161
2023-04-26,docked_bike,110
2023-01-22,docked_bike,41
2023-05-18,docked_bike,314
2022-01-19,docked_bike,41
2021-01-30,electric_bike,183
2022-10-26,docked_bike,174
2022-05-03,docked_bike,42
2021-01-29,docked_bike,55
2020-12-17,docked_bike,68
2021-02-13,electric_bike,64
2022-01-25,electric_bike,165
2021-11-11,docked_bike,143
2021-10-24,docked_bike,116
2022-01-05,classic_bike,136
2022-01-13,docked_bike,40
2023-03-22,docked_bike,67
2021-02-12,docked_bike,19
2022-01-25,docked_bike,9
2021-01-27,docked_bike,11
2023-02-13,docked_bike,98
2021-02-11,electric_bike,82
2021-02-17,classic_bike,49
2023-01-31,docked_bike,19
2023-02-02,docked_bike,19
2021-02-13,classic_bike,68
2021-02-01,docked_bike,15
2023-01-27,docked_bike,15
2020-07-15,electric_bike,13
2021-10-10,electric_bike,6696
2023-07-23,electric_bike,7062
2023-07-16,electric_bike,6300
2022-10-05,electric_bike,4787
2022-09-08,electric_bike,6075
2022-07-01,electric_bike,6194
2022-05-02,electric_bike,2314
2022-08-15,electric_bike,5882
2023-07-14,electric_bike,6111
2022-09-01,electric_bike,6181
2022-10-20,electric_bike,3559
2021-09-18,electric_bike,6055
2023-04-15,electric_bike,7717
2021-04-16,electric_bike,1501
2021-11-20,electric_bike,3199
2020-10-07,electric_bike,2512
2022-09-04,electric_bike,5883
2021-08-17,electric_bike,4180
2021-09-23,electric_bike,3572
2021-06-18,electric_bike,4695
2023-05-21,electric_bike,6433
2021-09-11,electric_bike,5537
2021-06-14,electric_bike,4148
2021-10-15,electric_bike,4881
2021-08-04,electric_bike,4465
2023-05-30,electric_bike,4679
2022-05-09,electric_bike,4384
2022-10-16,electric_bike,3586
2023-05-26,electric_bike,5000
2021-03-20,electric_bike,1610
2023-06-23,electric_bike,7117
2021-04-11,electric_bike,1355
2023-04-14,electric_bike,6032
2021-08-23,electric_bike,4300
2021-04-30,electric_bike,1634
2021-05-25,electric_bike,3249
2020-09-25,electric_bike,3433
2022-07-21,electric_bike,6842
2022-09-05,electric_bike,6222
2022-10-24,electric_bike,4088
2023-07-01,electric_bike,6058
2021-08-09,electric_bike,3150
2020-08-30,electric_bike,1737
2022-01-05,electric_bike,273
2020-12-04,electric_bike,665
2021-10-11,electric_bike,2716
2023-06-30,electric_bike,5916
2020-08-23,electric_bike,882
2022-09-20,electric_bike,3981
2021-05-23,electric_bike,3922
2023-07-18,electric_bike,5055
2021-09-13,electric_bike,3819
2021-10-12,electric_bike,3902
2021-08-18,electric_bike,3888
2021-06-29,electric_bike,2922
2020-11-08,electric_bike,3564
2021-12-09,electric_bike,1809
2023-04-09,electric_bike,3651
2021-05-07,electric_bike,2272
2022-10-30,electric_bike,3921
2020-11-12,electric_bike,1315
2023-01-12,electric_bike,1087
2023-01-31,electric_bike,360
2021-11-29,electric_bike,1317
2022-07-22,electric_bike,8116
2023-07-13,electric_bike,5234
2020-10-04,electric_bike,2190
2021-10-26,electric_bike,3270
2021-10-30,electric_bike,5155
2020-09-07,electric_bike,2090
2020-10-08,electric_bike,2833
2022-06-20,electric_bike,5449
2020-11-21,electric_bike,1281
2021-12-30,electric_bike,1087
2023-04-25,electric_bike,1851
2023-05-10,electric_bike,4227
2023-03-31,electric_bike,1667
2021-01-29,electric_bike,256
2022-10-28,electric_bike,4185
2023-03-17,electric_bike,1260
2023-04-01,electric_bike,1420
2021-07-05,electric_bike,4613
2021-10-18,electric_bike,4216
2022-01-03,electric_bike,337
2022-10-02,electric_bike,5139
2022-08-10,electric_bike,6435
2021-03-28,electric_bike,901
2020-12-23,electric_bike,517
2021-04-20,electric_bike,733
2022-07-12,electric_bike,6196
2023-01-13,electric_bike,949
2021-07-19,electric_bike,4364
2020-11-22,electric_bike,785
2020-09-13,electric_bike,2303
2021-04-29,electric_bike,1192
2021-10-24,electric_bike,1343
2022-01-11,electric_bike,314
2023-03-16,electric_bike,1181
2023-01-29,electric_bike,244
2022-01-13,electric_bike,643
2023-03-27,electric_bike,1356
2020-11-07,electric_bike,5073
2023-03-04,electric_bike,1472
2023-06-27,electric_bike,3760
2021-04-02,electric_bike,1194
2021-01-15,electric_bike,367
2023-03-09,electric_bike,1011
2023-02-12,electric_bike,1565
2021-11-22,electric_bike,1355
2021-11-26,electric_bike,953
2020-12-02,electric_bike,528
2022-01-17,electric_bike,351
2023-01-25,electric_bike,407
2021-02-01,electric_bike,127
2021-04-24,electric_bike,2115
2021-03-15,electric_bike,165
2023-01-21,electric_bike,909
2023-01-19,electric_bike,793
2020-12-03,electric_bike,578
2020-08-19,electric_bike,930
2020-12-24,electric_bike,150
2023-01-10,electric_bike,1212
2020-12-15,electric_bike,378
2020-12-22,electric_bike,472
2020-12-20,electric_bike,572
2023-03-28,electric_bike,1647
2020-11-30,electric_bike,378
2020-10-12,electric_bike,1512
2021-01-08,electric_bike,340
2020-10-24,docked_bike,2855
2020-06-26,docked_bike,2253
2020-07-28,docked_bike,7889
2020-07-18,docked_bike,13272
2020-08-19,docked_bike,7064
2020-08-21,docked_bike,9519
2020-10-17,docked_bike,3961
2020-08-01,docked_bike,12510
2020-08-09,docked_bike,12191
2020-09-24,docked_bike,4632
2020-11-12,docked_bike,1076
2020-08-11,docked_bike,6361
2020-10-04,docked_bike,3679
2020-10-06,docked_bike,3033
2020-07-17,docked_bike,9778
2020-05-30,docked_bike,10414
2020-06-16,docked_bike,4948
2020-07-20,docked_bike,6960
2020-07-09,docked_bike,6072
2020-06-05,docked_bike,3656
2020-06-10,docked_bike,2823
2020-10-30,docked_bike,1160
2020-05-06,docked_bike,1551
2020-05-21,docked_bike,1941
2020-09-01,docked_bike,2390
2020-08-18,docked_bike,6524
2020-04-06,docked_bike,488
2020-05-19,docked_bike,749
2020-04-29,docked_bike,134
2020-11-30,docked_bike,279
2020-08-13,electric_bike,855
2021-07-08,classic_bike,5477
2021-02-06,classic_bike,66
2021-09-29,docked_bike,507
2022-06-09,classic_bike,5108
2021-08-15,classic_bike,11413
2022-10-08,classic_bike,2893
2021-07-17,classic_bike,13388
2021-09-18,classic_bike,11384
2021-08-07,classic_bike,13805
2021-07-04,classic_bike,12957
2021-08-19,classic_bike,6460
2021-08-24,classic_bike,3235
2022-09-18,classic_bike,6011
2022-06-01,classic_bike,3998
2021-09-28,classic_bike,3674
2021-05-29,docked_bike,2168
2021-08-27,docked_bike,1302
2022-09-14,classic_bike,2971
2022-05-27,classic_bike,2652
2021-07-12,classic_bike,4050
2022-09-11,classic_bike,1199
2022-10-26,classic_bike,1163
2023-04-11,classic_bike,2499
2021-09-08,classic_bike,5222
2021-10-23,classic_bike,4469
2022-09-30,classic_bike,2563
2022-06-16,classic_bike,5478
2023-07-14,classic_bike,4401
2021-06-02,classic_bike,3592
2022-10-15,docked_bike,528
2021-05-30,docked_bike,3432
2021-07-25,docked_bike,2721
2022-05-22,classic_bike,5197
2022-07-13,classic_bike,4333
2022-10-24,classic_bike,1821
2022-08-03,docked_bike,429
2023-06-05,classic_bike,3179
2022-05-29,classic_bike,11008
2023-05-15,docked_bike,271
2021-07-21,classic_bike,5879
2021-06-19,classic_bike,13815
2023-03-24,classic_bike,607
2021-03-05,classic_bike,849
2021-05-23,classic_bike,6206
2021-05-05,classic_bike,2032
2022-06-30,classic_bike,4950
2021-08-11,classic_bike,4807
2022-06-05,classic_bike,7133
2021-10-13,classic_bike,2130
2021-05-16,classic_bike,6571
2021-04-13,docked_bike,427
2021-09-17,docked_bike,1359
2022-07-28,classic_bike,4570
2022-06-07,classic_bike,3815
2021-06-04,classic_bike,6072
2021-06-27,docked_bike,2614
2021-05-09,docked_bike,396
2022-05-15,classic_bike,5004
2020-12-11,classic_bike,267
2021-02-26,classic_bike,468
2021-06-01,classic_bike,3772
2021-05-04,classic_bike,1326
2021-12-03,classic_bike,1051
2021-11-05,classic_bike,1663
2021-09-27,classic_bike,3774
2021-07-14,docked_bike,1448
2023-05-03,classic_bike,1269
2021-11-21,classic_bike,1501
2022-10-30,classic_bike,1801
2021-04-24,classic_bike,4040
2023-03-07,classic_bike,688
2023-07-26,classic_bike,3166
2022-06-26,classic_bike,9244
2022-01-16,classic_bike,302
2021-10-02,docked_bike,1440
2022-10-12,classic_bike,1194
2020-12-06,classic_bike,463
2023-06-19,classic_bike,4238
2022-09-17,classic_bike,7718
2021-07-20,classic_bike,5853
2021-04-16,docked_bike,596
2021-07-08,docked_bike,1015
2021-06-10,classic_bike,5964
2021-11-08,classic_bike,1511
2022-10-16,classic_bike,1618
2021-12-16,classic_bike,602
2023-07-03,docked_bike,865
2023-06-12,docked_bike,322
2022-08-21,classic_bike,5470
2022-09-16,classic_bike,5275
2022-08-10,classic_bike,4266
2021-06-17,docked_bike,1616
2021-05-24,classic_bike,3873
2021-10-20,classic_bike,2833
2023-06-24,docked_bike,1003
2023-07-12,classic_bike,1436
2021-07-03,docked_bike,3401
2023-07-08,docked_bike,672
2021-10-08,docked_bike,747
2023-07-11,docked_bike,324
2022-08-02,classic_bike,4002
2021-10-14,classic_bike,2795
2023-04-16,classic_bike,751
2023-07-15,docked_bike,818
2023-07-12,docked_bike,134
2022-05-16,classic_bike,4325
2021-07-16,docked_bike,1448
2023-04-29,classic_bike,1632
2021-08-22,classic_bike,11229
2021-05-01,classic_bike,8028
2022-06-18,docked_bike,1941
2022-07-12,classic_bike,4132
2023-05-25,classic_bike,2252
2021-05-03,classic_bike,1897
2020-12-05,docked_bike,256
2023-07-02,classic_bike,1155
2023-07-27,classic_bike,3962
2021-05-14,classic_bike,4225
2021-03-19,electric_bike,809
2021-08-07,docked_bike,2801
2021-04-18,docked_bike,1314
2021-08-21,docked_bike,2269
2021-01-07,docked_bike,75
2022-06-30,docked_bike,880
2021-04-20,classic_bike,727
2023-06-08,docked_bike,408
2023-04-24,classic_bike,856
2021-04-04,docked_bike,2601
2021-10-18,classic_bike,2822
2023-07-03,classic_bike,5795
2023-01-19,classic_bike,403
2022-07-14,docked_bike,748
2023-02-13,classic_bike,808
2021-12-04,classic_bike,1401
2022-01-12,classic_bike,334
2023-07-20,docked_bike,499
2021-03-08,classic_bike,1840
2023-03-24,docked_bike,96
2021-08-18,docked_bike,1084
2022-07-21,docked_bike,661
2021-05-07,classic_bike,2449
2021-09-12,docked_bike,1773
2021-09-24,docked_bike,943
2023-03-25,docked_bike,88
2023-06-23,docked_bike,642
2023-07-06,docked_bike,482
2022-05-23,classic_bike,2606
2021-09-14,docked_bike,761
2022-01-04,docked_bike,37
2020-12-05,classic_bike,821
2021-06-25,classic_bike,3832
2022-05-01,classic_bike,1934
2023-06-22,docked_bike,424
2022-06-05,docked_bike,1837
2022-08-16,docked_bike,851
2023-07-22,docked_bike,852
2022-05-29,docked_bike,2424
2021-10-23,docked_bike,1206
2021-10-06,docked_bike,483
2021-11-15,classic_bike,539
2021-08-23,docked_bike,1119
2021-06-28,docked_bike,820
2022-07-05,docked_bike,677
2022-08-07,docked_bike,598
2023-03-31,classic_bike,792
2021-08-24,docked_bike,564
2021-05-10,docked_bike,361
2022-07-29,docked_bike,991
2022-07-18,docked_bike,822
2023-05-26,docked_bike,435
2021-05-07,docked_bike,702
2021-08-16,docked_bike,1323
2021-08-01,docked_bike,2268
2021-11-27,docked_bike,286
2022-01-18,classic_bike,346
2023-05-15,classic_bike,1844
2022-08-10,docked_bike,886
2021-10-19,docked_bike,547
2023-03-16,classic_bike,591
2021-11-24,docked_bike,232
2021-06-25,docked_bike,933
2023-06-27,docked_bike,333
2023-06-05,docked_bike,389
2023-04-20,docked_bike,211
2021-06-16,docked_bike,1449
2022-01-22,docked_bike,83
2023-05-04,docked_bike,321
2021-10-14,docked_bike,476
2023-05-09,docked_bike,268
2022-08-26,classic_bike,4304
2023-05-27,docked_bike,778
2020-12-28,classic_bike,269
2022-08-08,docked_bike,256
2021-11-17,classic_bike,613
2023-02-05,classic_bike,537
2023-04-18,docked_bike,178
2022-10-24,docked_bike,333
2023-04-25,classic_bike,684
2022-10-28,docked_bike,340
2023-06-17,docked_bike,827
2023-03-30,classic_bike,842
2022-10-31,docked_bike,133
2021-01-13,docked_bike,69
2022-10-07,docked_bike,257
2021-10-24,classic_bike,653
2023-01-31,classic_bike,216
2021-02-13,docked_bike,9
2023-03-22,classic_bike,569
2023-03-01,docked_bike,142
2020-12-24,classic_bike,93
2022-10-03,docked_bike,367
2022-01-08,electric_bike,289
2021-11-15,docked_bike,77
2023-06-16,docked_bike,320
2021-04-28,docked_bike,178
2023-03-08,docked_bike,80
2021-03-19,classic_bike,1114
2022-01-21,classic_bike,300
2023-02-16,docked_bike,27
2021-09-30,docked_bike,562
2022-08-25,docked_bike,450
2023-03-16,docked_bike,67
2021-05-06,docked_bike,300
2021-11-12,docked_bike,119
2023-05-24,docked_bike,202
2021-05-11,docked_bike,411
2021-06-24,docked_bike,566
2021-01-18,classic_bike,288
2021-01-18,docked_bike,74
2023-03-05,docked_bike,163
2021-05-04,docked_bike,286
2022-10-22,docked_bike,902
2022-10-20,docked_bike,223
2021-01-14,classic_bike,240
2021-12-19,docked_bike,166
2021-01-29,classic_bike,250
2021-03-05,electric_bike,434
2022-01-01,docked_bike,94
2021-02-23,classic_bike,301
2022-01-26,classic_bike,151
2023-01-03,classic_bike,408
2023-02-19,docked_bike,301
2021-03-16,classic_bike,455
2021-02-14,classic_bike,79
2020-12-31,classic_bike,237
2020-12-27,electric_bike,423
2021-10-25,docked_bike,100
2023-01-13,docked_bike,65
2021-11-16,docked_bike,126
2021-02-09,classic_bike,104
2022-01-07,docked_bike,23
2022-01-11,classic_bike,159
2022-01-07,classic_bike,193
2021-03-01,classic_bike,276
2020-12-08,docked_bike,69
2023-04-05,docked_bike,161
2022-01-20,docked_bike,13
2023-03-31,docked_bike,153
2021-03-02,docked_bike,108
